year,predicted_score,country_code,country_name
2035,58.2,TEA,East Asia & Pacific (IDA & IBRD countries)
2036,58.57,TEA,East Asia & Pacific (IDA & IBRD countries)
2037,58.94,TEA,East Asia & Pacific (IDA & IBRD countries)
2038,59.32,TEA,East Asia & Pacific (IDA & IBRD countries)
2039,59.7,TEA,East Asia & Pacific (IDA & IBRD countries)
2040,60.08,TEA,East Asia & Pacific (IDA & IBRD countries)
2024,48.13,TEC,Europe & Central Asia (IDA & IBRD countries)
2025,51.62,TEC,Europe & Central Asia (IDA & IBRD countries)
2026,55.58,TEC,Europe & Central Asia (IDA & IBRD countries)
2027,55.77,TEC,Europe & Central Asia (IDA & IBRD countries)
2028,55.98,TEC,Europe & Central Asia (IDA & IBRD countries)
2029,56.31,TEC,Europe & Central Asia (IDA & IBRD countries)
2030,56.64,TEC,Europe & Central Asia (IDA & IBRD countries)
2031,56.98,TEC,Europe & Central Asia (IDA & IBRD countries)
2032,57.32,TEC,Europe & Central Asia (IDA & IBRD countries)
2033,57.68,TEC,Europe & Central Asia (IDA & IBRD countries)
2034,58.04,TEC,Europe & Central Asia (IDA & IBRD countries)
2035,58.4,TEC,Europe & Central Asia (IDA & IBRD countries)
2036,58.77,TEC,Europe & Central Asia (IDA & IBRD countries)
2037,59.13,TEC,Europe & Central Asia (IDA & IBRD countries)
2038,59.5,TEC,Europe & Central Asia (IDA & IBRD countries)
2039,59.87,TEC,Europe & Central Asia (IDA & IBRD countries)
2040,60.25,TEC,Europe & Central Asia (IDA & IBRD countries)
2024,82.99,TGO,Togo
2025,78.86,TGO,Togo
2026,72.26,TGO,Togo
2027,60.72,TGO,Togo
2028,60.89,TGO,Togo
2029,61.22,TGO,Togo
2030,61.55,TGO,Togo
2031,61.89,TGO,Togo
2032,62.23,TGO,Togo
2033,62.58,TGO,Togo
2034,62.94,TGO,Togo
2035,63.29,TGO,Togo
2036,63.65,TGO,Togo
2037,64.02,TGO,Togo
2038,64.38,TGO,Togo
2039,64.75,TGO,Togo
2040,65.11,TGO,Togo
2024,58.58,THA,Thailand
2025,57.48,THA,Thailand
2026,57.16,THA,Thailand
2027,57.54,THA,Thailand
2028,57.71,THA,Thailand
2029,58.05,THA,Thailand
2030,58.38,THA,Thailand
2031,58.74,THA,Thailand
2032,59.09,THA,Thailand
2033,59.45,THA,Thailand
2034,59.81,THA,Thailand
2035,60.18,THA,Thailand
2036,60.54,THA,Thailand
2037,60.91,THA,Thailand
2038,61.28,THA,Thailand
2039,61.65,THA,Thailand
2040,62.03,THA,Thailand
2024,68.65,TJK,Tajikistan
2025,66.15,TJK,Tajikistan
2026,62.8,TJK,Tajikistan
2027,59.1,TJK,Tajikistan
2028,59.3,TJK,Tajikistan
2029,59.62,TJK,Tajikistan
2030,59.94,TJK,Tajikistan
2031,60.27,TJK,Tajikistan
2032,60.6,TJK,Tajikistan
2033,60.95,TJK,Tajikistan
2034,61.3,TJK,Tajikistan
2035,61.65,TJK,Tajikistan
2036,62.0,TJK,Tajikistan
2037,62.35,TJK,Tajikistan
2038,62.71,TJK,Tajikistan
2039,63.07,TJK,Tajikistan
2040,63.43,TJK,Tajikistan
2024,30.01,TKM,Turkmenistan
2025,36.02,TKM,Turkmenistan
2026,44.17,TKM,Turkmenistan
2027,53.86,TKM,Turkmenistan
2028,57.93,TKM,Turkmenistan
2029,58.25,TKM,Turkmenistan
2030,58.58,TKM,Turkmenistan
2031,58.91,TKM,Turkmenistan
2032,59.26,TKM,Turkmenistan
2033,59.61,TKM,Turkmenistan
2034,59.97,TKM,Turkmenistan
2035,60.32,TKM,Turkmenistan
2036,60.68,TKM,Turkmenistan
2037,61.05,TKM,Turkmenistan
2038,61.41,TKM,Turkmenistan
2039,61.77,TKM,Turkmenistan
2040,62.14,TKM,Turkmenistan
2024,64.06,TLA,Latin America & the Caribbean (IDA & IBRD countries)
2025,62.26,TLA,Latin America & the Caribbean (IDA & IBRD countries)
2026,58.49,TLA,Latin America & the Caribbean (IDA & IBRD countries)
2027,58.57,TLA,Latin America & the Caribbean (IDA & IBRD countries)
2028,58.76,TLA,Latin America & the Caribbean (IDA & IBRD countries)
2029,59.1,TLA,Latin America & the Caribbean (IDA & IBRD countries)
2030,59.45,TLA,Latin America & the Caribbean (IDA & IBRD countries)
2031,59.8,TLA,Latin America & the Caribbean (IDA & IBRD countries)
2032,60.15,TLA,Latin America & the Caribbean (IDA & IBRD countries)
2033,60.51,TLA,Latin America & the Caribbean (IDA & IBRD countries)
2034,60.88,TLA,Latin America & the Caribbean (IDA & IBRD countries)
2035,61.26,TLA,Latin America & the Caribbean (IDA & IBRD countries)
2036,61.64,TLA,Latin America & the Caribbean (IDA & IBRD countries)
2037,62.01,TLA,Latin America & the Caribbean (IDA & IBRD countries)
2038,62.39,TLA,Latin America & the Caribbean (IDA & IBRD countries)
2039,62.78,TLA,Latin America & the Caribbean (IDA & IBRD countries)
2040,63.16,TLA,Latin America & the Caribbean (IDA & IBRD countries)
2024,5.71,TLS,Timor-Leste
2025,5.71,TLS,Timor-Leste
2026,5.71,TLS,Timor-Leste
2027,5.71,TLS,Timor-Leste
2028,5.71,TLS,Timor-Leste
2029,59.48,TLS,Timor-Leste
2030,59.87,TLS,Timor-Leste
2031,60.25,TLS,Timor-Leste
2032,60.63,TLS,Timor-Leste
2033,61.0,TLS,Timor-Leste
2034,61.37,TLS,Timor-Leste
2035,61.73,TLS,Timor-Leste
2036,62.09,TLS,Timor-Leste
2037,62.44,TLS,Timor-Leste
2038,62.79,TLS,Timor-Leste
2039,63.14,TLS,Timor-Leste
2040,63.48,TLS,Timor-Leste
2024,54.17,TMN,"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)"
2025,56.27,TMN,"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)"
2026,59.03,TMN,"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)"
2027,59.44,TMN,"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)"
2028,59.63,TMN,"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)"
2029,59.96,TMN,"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)"
2030,60.29,TMN,"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)"
2031,60.63,TMN,"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)"
2032,60.97,TMN,"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)"
2033,61.32,TMN,"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)"
2034,61.68,TMN,"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)"
2035,62.04,TMN,"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)"
2036,62.4,TMN,"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)"
2037,62.77,TMN,"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)"
2038,63.14,TMN,"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)"
2039,63.51,TMN,"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)"
2040,63.88,TMN,"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)"
2024,5.71,TON,Tonga
2025,5.71,TON,Tonga
2026,5.71,TON,Tonga
2027,5.71,TON,Tonga
2028,5.71,TON,Tonga
2029,59.81,TON,Tonga
2030,60.2,TON,Tonga
2031,60.58,TON,Tonga
2032,60.96,TON,Tonga
2033,61.34,TON,Tonga
2034,61.71,TON,Tonga
2035,62.07,TON,Tonga
2036,62.44,TON,Tonga
2037,62.79,TON,Tonga
2038,63.15,TON,Tonga
2039,63.5,TON,Tonga
2040,63.84,TON,Tonga
2024,66.22,TSA,South Asia (IDA & IBRD)
2025,63.93,TSA,South Asia (IDA & IBRD)
2026,59.81,TSA,South Asia (IDA & IBRD)
2027,59.89,TSA,South Asia (IDA & IBRD)
2028,60.06,TSA,South Asia (IDA & IBRD)
2029,60.4,TSA,South Asia (IDA & IBRD)
2030,60.73,TSA,South Asia (IDA & IBRD)
2031,61.08,TSA,South Asia (IDA & IBRD)
2032,61.42,TSA,South Asia (IDA & IBRD)
2033,61.77,TSA,South Asia (IDA & IBRD)
2034,62.11,TSA,South Asia (IDA & IBRD)
2035,62.47,TSA,South Asia (IDA & IBRD)
2036,62.83,TSA,South Asia (IDA & IBRD)
2037,63.2,TSA,South Asia (IDA & IBRD)
2038,63.58,TSA,South Asia (IDA & IBRD)
2039,63.95,TSA,South Asia (IDA & IBRD)
2040,64.32,TSA,South Asia (IDA & IBRD)
2024,77.12,TSS,Sub-Saharan Africa (IDA & IBRD countries)
2025,71.24,TSS,Sub-Saharan Africa (IDA & IBRD countries)
2026,60.56,TSS,Sub-Saharan Africa (IDA & IBRD countries)
2027,60.66,TSS,Sub-Saharan Africa (IDA & IBRD countries)
2028,60.85,TSS,Sub-Saharan Africa (IDA & IBRD countries)
2029,61.18,TSS,Sub-Saharan Africa (IDA & IBRD countries)
2030,61.52,TSS,Sub-Saharan Africa (IDA & IBRD countries)
2031,61.85,TSS,Sub-Saharan Africa (IDA & IBRD countries)
2032,62.19,TSS,Sub-Saharan Africa (IDA & IBRD countries)
2033,62.53,TSS,Sub-Saharan Africa (IDA & IBRD countries)
2034,62.88,TSS,Sub-Saharan Africa (IDA & IBRD countries)
2035,63.22,TSS,Sub-Saharan Africa (IDA & IBRD countries)
2036,63.58,TSS,Sub-Saharan Africa (IDA & IBRD countries)
2037,63.95,TSS,Sub-Saharan Africa (IDA & IBRD countries)
2038,64.32,TSS,Sub-Saharan Africa (IDA & IBRD countries)
2039,64.69,TSS,Sub-Saharan Africa (IDA & IBRD countries)
2040,65.06,TSS,Sub-Saharan Africa (IDA & IBRD countries)
2024,34.12,TTO,Trinidad and Tobago
2025,39.28,TTO,Trinidad and Tobago
2026,45.82,TTO,Trinidad and Tobago
2027,53.11,TTO,Trinidad and Tobago
2028,53.23,TTO,Trinidad and Tobago
2029,53.57,TTO,Trinidad and Tobago
2030,53.93,TTO,Trinidad and Tobago
2031,54.28,TTO,Trinidad and Tobago
2032,54.64,TTO,Trinidad and Tobago
2033,55.0,TTO,Trinidad and Tobago
2034,55.37,TTO,Trinidad and Tobago
2035,55.73,TTO,Trinidad and Tobago
2036,56.1,TTO,Trinidad and Tobago
2037,56.47,TTO,Trinidad and Tobago
2038,56.85,TTO,Trinidad and Tobago
2039,57.23,TTO,Trinidad and Tobago
2040,57.6,TTO,Trinidad and Tobago
2024,53.21,TUN,Tunisia
2025,54.63,TUN,Tunisia
2026,56.27,TUN,Tunisia
2027,58.92,TUN,Tunisia
2028,59.28,TUN,Tunisia
2029,59.61,TUN,Tunisia
2030,59.94,TUN,Tunisia
2031,60.27,TUN,Tunisia
2032,60.63,TUN,Tunisia
2033,60.98,TUN,Tunisia
2034,61.34,TUN,Tunisia
2035,61.7,TUN,Tunisia
2036,62.06,TUN,Tunisia
2037,62.42,TUN,Tunisia
2038,62.79,TUN,Tunisia
2039,63.15,TUN,Tunisia
2040,63.52,TUN,Tunisia
2024,51.98,TUR,Turkiye
2025,52.85,TUR,Turkiye
2026,54.31,TUR,Turkiye
2027,57.04,TUR,Turkiye
2028,57.33,TUR,Turkiye
2029,57.67,TUR,Turkiye
2030,58.01,TUR,Turkiye
2031,58.36,TUR,Turkiye
2032,58.71,TUR,Turkiye
2033,59.08,TUR,Turkiye
2034,59.45,TUR,Turkiye
2035,59.82,TUR,Turkiye
2036,60.19,TUR,Turkiye
2037,60.56,TUR,Turkiye
2038,60.94,TUR,Turkiye
2039,61.32,TUR,Turkiye
2040,61.7,TUR,Turkiye
2024,5.71,TUV,Tuvalu
2025,5.71,TUV,Tuvalu
2026,5.71,TUV,Tuvalu
2027,5.71,TUV,Tuvalu
2028,5.71,TUV,Tuvalu
2029,59.86,TUV,Tuvalu
2030,60.25,TUV,Tuvalu
2031,60.64,TUV,Tuvalu
2032,61.02,TUV,Tuvalu
2033,61.39,TUV,Tuvalu
2034,61.77,TUV,Tuvalu
2035,62.13,TUV,Tuvalu
2036,62.49,TUV,Tuvalu
2037,62.85,TUV,Tuvalu
2038,63.21,TUV,Tuvalu
2039,63.56,TUV,Tuvalu
2040,63.9,TUV,Tuvalu
2024,83.79,TZA,Tanzania
2025,79.82,TZA,Tanzania
2026,72.85,TZA,Tanzania
2027,60.86,TZA,Tanzania
2028,61.05,TZA,Tanzania
2029,61.37,TZA,Tanzania
2030,61.7,TZA,Tanzania
2031,62.02,TZA,Tanzania
2032,62.36,TZA,Tanzania
2033,62.69,TZA,Tanzania
2034,63.04,TZA,Tanzania
2035,63.4,TZA,Tanzania
2036,63.75,TZA,Tanzania
2037,64.11,TZA,Tanzania
2038,64.47,TZA,Tanzania
2039,64.83,TZA,Tanzania
2040,65.2,TZA,Tanzania
2024,88.71,UGA,Uganda
2025,86.46,UGA,Uganda
2026,82.22,UGA,Uganda
2027,74.99,UGA,Uganda
2028,61.08,UGA,Uganda
2029,61.4,UGA,Uganda
2030,61.73,UGA,Uganda
2031,62.06,UGA,Uganda
2032,62.39,UGA,Uganda
2033,62.72,UGA,Uganda
2034,63.08,UGA,Uganda
2035,63.43,UGA,Uganda
2036,63.79,UGA,Uganda
2037,64.14,UGA,Uganda
2038,64.5,UGA,Uganda
2039,64.87,UGA,Uganda
2040,65.23,UGA,Uganda
2024,48.14,UKR,Ukraine
2025,51.06,UKR,Ukraine
2026,54.21,UKR,Ukraine
2027,58.08,UKR,Ukraine
2028,58.24,UKR,Ukraine
2029,58.56,UKR,Ukraine
2030,58.88,UKR,Ukraine
2031,59.21,UKR,Ukraine
2032,59.54,UKR,Ukraine
2033,59.89,UKR,Ukraine
2034,60.23,UKR,Ukraine
2035,60.59,UKR,Ukraine
2036,60.94,UKR,Ukraine
2037,61.3,UKR,Ukraine
2038,61.65,UKR,Ukraine
2039,62.02,UKR,Ukraine
2040,62.38,UKR,Ukraine
2024,76.78,URY,Uruguay
2025,73.24,URY,Uruguay
2026,67.01,URY,Uruguay
2027,57.54,URY,Uruguay
2028,57.7,URY,Uruguay
2029,58.06,URY,Uruguay
2030,58.42,URY,Uruguay
2031,58.79,URY,Uruguay
2032,59.15,URY,Uruguay
2033,59.53,URY,Uruguay
2034,59.91,URY,Uruguay
2035,60.3,URY,Uruguay
2036,60.69,URY,Uruguay
2037,61.08,URY,Uruguay
2038,61.47,URY,Uruguay
2039,61.87,URY,Uruguay
2040,62.26,URY,Uruguay
2024,38.42,USA,United States
2025,41.55,USA,United States
2026,45.08,USA,United States
2027,49.36,USA,United States
2028,50.11,USA,United States
2029,50.54,USA,United States
2030,50.94,USA,United States
2031,51.33,USA,United States
2032,51.72,USA,United States
2033,52.1,USA,United States
2034,52.48,USA,United States
2035,52.85,USA,United States
2036,53.22,USA,United States
2037,53.58,USA,United States
2038,53.94,USA,United States
2039,54.29,USA,United States
2040,54.64,USA,United States
2024,41.91,UZB,Uzbekistan
2025,45.96,UZB,Uzbekistan
2026,51.4,UZB,Uzbekistan
2027,57.89,UZB,Uzbekistan
2028,58.64,UZB,Uzbekistan
2029,58.97,UZB,Uzbekistan
2030,59.29,UZB,Uzbekistan
2031,59.64,UZB,Uzbekistan
2032,59.99,UZB,Uzbekistan
2033,60.34,UZB,Uzbekistan
2034,60.69,UZB,Uzbekistan
2035,61.05,UZB,Uzbekistan
2036,61.41,UZB,Uzbekistan
2037,61.77,UZB,Uzbekistan
2038,62.13,UZB,Uzbekistan
2039,62.49,UZB,Uzbekistan
2040,62.86,UZB,Uzbekistan
2024,5.71,VCT,St. Vincent and the Grenadines
2025,5.71,VCT,St. Vincent and the Grenadines
2026,5.71,VCT,St. Vincent and the Grenadines
2027,5.71,VCT,St. Vincent and the Grenadines
2028,5.71,VCT,St. Vincent and the Grenadines
2029,60.19,VCT,St. Vincent and the Grenadines
2030,60.58,VCT,St. Vincent and the Grenadines
2031,60.97,VCT,St. Vincent and the Grenadines
2032,61.35,VCT,St. Vincent and the Grenadines
2033,61.73,VCT,St. Vincent and the Grenadines
2034,62.11,VCT,St. Vincent and the Grenadines
2035,62.48,VCT,St. Vincent and the Grenadines
2036,62.84,VCT,St. Vincent and the Grenadines
2037,63.2,VCT,St. Vincent and the Grenadines
2038,63.56,VCT,St. Vincent and the Grenadines
2039,63.91,VCT,St. Vincent and the Grenadines
2040,64.26,VCT,St. Vincent and the Grenadines
2024,61.36,VEN,"Venezuela, RB"
2025,63.79,VEN,"Venezuela, RB"
2026,61.93,VEN,"Venezuela, RB"
2027,58.54,VEN,"Venezuela, RB"
2028,58.83,VEN,"Venezuela, RB"
2029,59.15,VEN,"Venezuela, RB"
2030,59.48,VEN,"Venezuela, RB"
2031,59.83,VEN,"Venezuela, RB"
2032,60.18,VEN,"Venezuela, RB"
2033,60.53,VEN,"Venezuela, RB"
2034,60.89,VEN,"Venezuela, RB"
2035,61.25,VEN,"Venezuela, RB"
2036,61.61,VEN,"Venezuela, RB"
2037,61.97,VEN,"Venezuela, RB"
2038,62.34,VEN,"Venezuela, RB"
2039,62.71,VEN,"Venezuela, RB"
2040,63.07,VEN,"Venezuela, RB"
2024,5.71,VGB,British Virgin Islands
2025,5.71,VGB,British Virgin Islands
2026,5.71,VGB,British Virgin Islands
2027,5.71,VGB,British Virgin Islands
2028,5.71,VGB,British Virgin Islands
2029,59.89,VGB,British Virgin Islands
2030,60.28,VGB,British Virgin Islands
2031,60.66,VGB,British Virgin Islands
2032,61.04,VGB,British Virgin Islands
2033,61.42,VGB,British Virgin Islands
2034,61.79,VGB,British Virgin Islands
2035,62.16,VGB,British Virgin Islands
2036,62.52,VGB,British Virgin Islands
2037,62.88,VGB,British Virgin Islands
2038,63.23,VGB,British Virgin Islands
2039,63.58,VGB,British Virgin Islands
2040,63.93,VGB,British Virgin Islands
2024,5.71,VIR,Virgin Islands (U.S.)
2025,5.71,VIR,Virgin Islands (U.S.)
2026,5.71,VIR,Virgin Islands (U.S.)
2027,5.71,VIR,Virgin Islands (U.S.)
2028,5.71,VIR,Virgin Islands (U.S.)
2029,59.89,VIR,Virgin Islands (U.S.)
2030,60.28,VIR,Virgin Islands (U.S.)
2031,60.66,VIR,Virgin Islands (U.S.)
2032,61.04,VIR,Virgin Islands (U.S.)
2033,61.42,VIR,Virgin Islands (U.S.)
2034,61.79,VIR,Virgin Islands (U.S.)
2035,62.16,VIR,Virgin Islands (U.S.)
2036,62.52,VIR,Virgin Islands (U.S.)
2037,62.88,VIR,Virgin Islands (U.S.)
2038,63.23,VIR,Virgin Islands (U.S.)
2039,63.58,VIR,Virgin Islands (U.S.)
2040,63.93,VIR,Virgin Islands (U.S.)
2024,58.3,VNM,Viet Nam
2025,58.33,VNM,Viet Nam
2026,58.89,VNM,Viet Nam
2027,57.8,VNM,Viet Nam
2028,58.05,VNM,Viet Nam
2029,58.37,VNM,Viet Nam
2030,58.7,VNM,Viet Nam
2031,59.05,VNM,Viet Nam
2032,59.4,VNM,Viet Nam
2033,59.75,VNM,Viet Nam
2034,60.1,VNM,Viet Nam
2035,60.46,VNM,Viet Nam
2036,60.82,VNM,Viet Nam
2037,61.18,VNM,Viet Nam
2038,61.55,VNM,Viet Nam
2039,61.91,VNM,Viet Nam
2040,62.28,VNM,Viet Nam
2024,5.71,VUT,Vanuatu
2025,5.71,VUT,Vanuatu
2026,5.71,VUT,Vanuatu
2027,5.71,VUT,Vanuatu
2028,5.71,VUT,Vanuatu
2029,59.64,VUT,Vanuatu
2030,60.03,VUT,Vanuatu
2031,60.41,VUT,Vanuatu
2032,60.79,VUT,Vanuatu
2033,61.16,VUT,Vanuatu
2034,61.53,VUT,Vanuatu
2035,61.9,VUT,Vanuatu
2036,62.26,VUT,Vanuatu
2037,62.61,VUT,Vanuatu
2038,62.96,VUT,Vanuatu
2039,63.31,VUT,Vanuatu
2040,63.65,VUT,Vanuatu
2024,59.45,WLD,World
2025,59.86,WLD,World
2026,60.0,WLD,World
2027,60.11,WLD,World
2028,60.34,WLD,World
2029,60.71,WLD,World
2030,61.09,WLD,World
2031,61.47,WLD,World
2032,61.85,WLD,World
2033,62.24,WLD,World
2034,62.63,WLD,World
2035,63.02,WLD,World
2036,63.41,WLD,World
2037,63.8,WLD,World
2038,64.19,WLD,World
2039,64.59,WLD,World
2040,64.98,WLD,World
2024,5.71,WSM,Samoa
2025,5.71,WSM,Samoa
2026,5.71,WSM,Samoa
2027,5.71,WSM,Samoa
2028,5.71,WSM,Samoa
2029,59.75,WSM,Samoa
2030,60.13,WSM,Samoa
2031,60.52,WSM,Samoa
2032,60.9,WSM,Samoa
2033,61.27,WSM,Samoa
2034,61.64,WSM,Samoa
2035,62.01,WSM,Samoa
2036,62.37,WSM,Samoa
2037,62.72,WSM,Samoa
2038,63.08,WSM,Samoa
2039,63.43,WSM,Samoa
2040,63.77,WSM,Samoa
2024,5.71,XKX,Kosovo
2025,5.71,XKX,Kosovo
2026,5.71,XKX,Kosovo
2027,5.71,XKX,Kosovo
2028,5.71,XKX,Kosovo
2029,59.86,XKX,Kosovo
2030,60.24,XKX,Kosovo
2031,60.63,XKX,Kosovo
2032,61.01,XKX,Kosovo
2033,61.38,XKX,Kosovo
2034,61.76,XKX,Kosovo
2035,62.12,XKX,Kosovo
2036,62.48,XKX,Kosovo
2037,62.84,XKX,Kosovo
2038,63.2,XKX,Kosovo
2039,63.55,XKX,Kosovo
2040,63.89,XKX,Kosovo
2024,5.71,YEM,"Yemen, Rep."
2025,5.71,YEM,"Yemen, Rep."
2026,5.71,YEM,"Yemen, Rep."
2027,5.71,YEM,"Yemen, Rep."
2028,5.71,YEM,"Yemen, Rep."
2029,62.78,YEM,"Yemen, Rep."
2030,63.18,YEM,"Yemen, Rep."
2031,63.57,YEM,"Yemen, Rep."
2032,63.95,YEM,"Yemen, Rep."
2033,64.33,YEM,"Yemen, Rep."
2034,64.71,YEM,"Yemen, Rep."
2035,65.08,YEM,"Yemen, Rep."
2036,65.45,YEM,"Yemen, Rep."
2037,65.81,YEM,"Yemen, Rep."
2038,66.17,YEM,"Yemen, Rep."
2039,66.52,YEM,"Yemen, Rep."
2040,66.87,YEM,"Yemen, Rep."
2024,47.86,ZAF,South Africa
2025,50.54,ZAF,South Africa
2026,53.39,ZAF,South Africa
2027,56.94,ZAF,South Africa
2028,57.29,ZAF,South Africa
2029,57.61,ZAF,South Africa
2030,57.94,ZAF,South Africa
2031,58.27,ZAF,South Africa
2032,58.62,ZAF,South Africa
2033,58.96,ZAF,South Africa
2034,59.32,ZAF,South Africa
2035,59.67,ZAF,South Africa
2036,60.03,ZAF,South Africa
2037,60.38,ZAF,South Africa
2038,60.75,ZAF,South Africa
2039,61.11,ZAF,South Africa
2040,61.47,ZAF,South Africa
2024,84.84,ZMB,Zambia
2025,80.56,ZMB,Zambia
2026,73.22,ZMB,Zambia
2027,60.15,ZMB,Zambia
2028,60.32,ZMB,Zambia
2029,60.64,ZMB,Zambia
2030,60.96,ZMB,Zambia
2031,61.29,ZMB,Zambia
2032,61.61,ZMB,Zambia
2033,61.95,ZMB,Zambia
2034,62.3,ZMB,Zambia
2035,62.65,ZMB,Zambia
2036,63.0,ZMB,Zambia
2037,63.36,ZMB,Zambia
2038,63.72,ZMB,Zambia
2039,64.08,ZMB,Zambia
2040,64.44,ZMB,Zambia
2024,84.12,ZWE,Zimbabwe
2025,80.36,ZWE,Zimbabwe
2026,73.2,ZWE,Zimbabwe
2027,60.33,ZWE,Zimbabwe
2028,60.61,ZWE,Zimbabwe
2029,60.94,ZWE,Zimbabwe
2030,61.27,ZWE,Zimbabwe
2031,61.6,ZWE,Zimbabwe
2032,61.94,ZWE,Zimbabwe
2033,62.3,ZWE,Zimbabwe
2034,62.66,ZWE,Zimbabwe
2035,63.01,ZWE,Zimbabwe
2036,63.38,ZWE,Zimbabwe
2037,63.74,ZWE,Zimbabwe
2038,64.11,ZWE,Zimbabwe
2039,64.47,ZWE,Zimbabwe
2040,64.84,ZWE,Zimbabwe
